25.40679953106682, 723.1864009378663
49.90621336459554, 610.6705744431418
63.51699882766705, 723.1864009378663
56.25791324736225, 716.8347010550996
89.83118405627198, 723.1864009378663
90.73856975381007, 712.2977725674091
118.8675263774912, 707.7608440797186
148.81125439624853, 703.2239155920281
174.21805392731534, 695.9648300117233
199.62485345838215, 685.076201641266
235.0128956623681, 676.0023446658851
254.0679953106682, 674.1875732708088
287.64126611957795, 680.5392731535756
314.86283704572094, 685.076201641266
342.99179366940206, 681.4466588511136
372.9355216881594, 676.9097303634231
405.60140679953105, 676.0023446658851
430.10082063305975, 681.4466588511136
459.13716295427895, 692.3352872215709
489.9882766705744, 703.2239155920281
518.1172332942555, 712.2977725674091
544.4314185228604, 718.6494724501758
