29.903868698710436, 859.736225087925
27.767878077373975, 746.5287221570926
63.01172332942556, 859.736225087925
58.73974208675264, 843.7162954279015
93.98358733880423, 859.736225087925
86.50762016412662, 845.852286049238
118.54747948417351, 850.1242672919109
146.31535756154747, 846.9202813599062
185.83118405627198, 815.9484173505276
212.53106682297772, 770.0246189917937
236.02696365767878, 763.6166471277843
272.33880422039863, 802.0644783118406
304.3786635404455, 828.7643610785464
326.8065650644783, 831.968347010551
359.91441969519343, 833.0363423212193
388.75029308323565, 844.7842907385698
417.58616647127786, 853.3282532239156
